City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,pemba,-12.974,40.5178,77.7,94,75,6.91,MZ,1697418470
351,okhotsk,59.3833,143.3,36.12,76,100,10.18,RU,1697418470
352,tupiza,-21.45,-65.7167,59.86,62,31,4.43,BO,1697418470
353,shizuishan,39.2333,106.7694,56.86,38,5,5.73,CN,1697418470
354,cambria,35.5641,-121.0808,83.14,85,0,5.01,US,1697418470
355,vangaindrano,-23.35,47.6,71.56,83,91,3.65,MG,1697418470
356,argenton-sur-creuse,46.59,1.5198,46.74,60,100,9.91,FR,1697418470
357,vryburg,-26.9566,24.7284,57.4,71,0,11.61,ZA,1697418471
358,chunskiy,56.0815,99.6342,39.67,86,100,7.16,RU,1697418471
359,san rafael,-34.6177,-68.3301,69.12,23,0,18.88,AR,1697418471
360,arteche,12.2645,125.4048,84.22,74,66,2.91,PH,1697418471
361,arafat,21.3594,39.9664,82.31,59,2,3.0,SA,1697418471
362,fauske,67.2588,15.3918,42.94,81,100,18.03,NO,1697418471
363,port macquarie,-31.4333,152.9167,92.89,41,77,5.97,AU,1697418268
